1	13
1	1650
1	53221
1	70612
3	179
3	2979
3	18691
6	102
7	73267
8	7333
8	7812
8	71644
8	74637
9	3605
9	5245
9	10605
9	53073
10	449
10	4229
10	4308
10	4556
10	4738
10	6606
10	9574
10	10478
10	11732
10	13169
10	17756
10	18514
10	30119
10	30965
10	32380
10	32734
10	42695
10	45736
10	75484
10	76908
10	78444
11	43
11	568
11	3521
11	14019
11	15995
11	30332
12	7287
12	57833
13	1
13	1542
13	2019
13	4308
13	4556
13	4679
13	12228
13	24416
13	26917
13	32380
13	33854
13	59693
15	33488
18	798
18	9583
18	14177
18	20922
18	33705
18	68938
18	69214
22	38
22	111
22	780
22	57863
23	1200
23	5531
23	13028
23	15216
23	44276
23	47022
24	32386
27	2186
27	27363
27	54007
38	22
38	6920
38	34614
40	5815
40	5855
40	26251
40	35096
40	62525
43	11
51	18002
51	31304
56	6766
56	13995
56	21362
61	42192
64	3032
64	60771
70	313
70	535
71	46885
74	53001
76	78
78	76
83	114
83	3209
83	17756
87	16228
87	24420
87	27936
90	58365
91	50608
93	9115
93	12363
93	24277
93	26156
93	49076
93	53073
93	59278
97	3900
97	30928
97	61616
100	27737
100	28886
100	54209
102	6
105	852
105	1061
105	16331
105	26149
105	42023
105	58931
106	10454
106	38700
106	55781
107	9057
108	175
108	224
108	852
108	5054
108	8944
108	30207
108	34614
108	43042
108	61981
108	65701
110	152
110	7334
110	9649
110	30119
110	32380
110	33854
110	38595
110	53073
110	56096
110	66616
110	77294
111	22
114	83
114	613
115	10605
117	850
117	5067
118	19536
118	54149
119	622
119	1301
119	54117
121	43744
126	4937
126	16260
128	356
128	4184
128	5264
128	5705
128	12866
128	32685
128	39807
128	41010
129	10695
131	6455
131	14692
131	18187
131	20630
131	23419
131	66201
132	66505
135	1672
135	10010
135	18889
135	21857
135	40357
135	41315
135	51897
135	62201
135	67003
135	70466
135	72350
135	73406
136	24078
136	34183
136	41247
139	33834
140	345
144	3351
146	154
146	43365
147	66275
150	76601
152	110
153	346
153	4308
153	8647
153	25957
153	26251
153	42447
153	46085
154	146
154	20227
154	35187
158	42118
159	31260
159	34905
161	27235
161	44355
161	51210
161	65286
163	931
163	51101
163	63355
167	1542
167	18691
168	59549
168	61785
169	67790
170	10851
170	11253
170	11454
170	11828
170	27605
174	50246
174	67307
175	108
175	187
175	9061
175	10856
175	16166
175	19995
175	20786
175	23827
175	26268
175	29522
175	32897
175	33903
175	46010
175	63639
175	67760
175	69612
176	7811
176	20380
176	26987
176	56940
177	18516
177	43514
178	13749
179	3
180	66915
182	8824
182	54205
182	72826
183	6920
183	25188
183	66907
184	58239
187	175
187	852
187	1650
187	4738
187	11570
187	22852
187	28925
187	30397
187	65534
189	73231
190	29002
190	37552
191	43055
192	21155
192	48606
195	18076
196	1042
196	17352
198	1852
198	9574
198	13522
198	18678
198	31365
198	34027
198	52542
198	78125
199	45042
